;Scopy version,f4beeb1
;Exported on,Thursday September 19/09/2024
;Device,M2K
;Nr of samples,3200
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
542,-0.01058,1.549,0.0540239
543,-0.01057,1.549,0.0508498
544,-0.01056,1.549,0.0476757
545,-0.01055,1.549,0.0460887
546,-0.01054,1.549,0.0429146
547,-0.01053,1.5323,0.0397405
548,-0.01052,1.5323,0.0365664
549,-0.01051,1.5323,0.0349793
550,-0.0105,1.5323,0.0318053
551,-0.01049,1.51559,0.0302182
552,-0.01048,1.51559,0.0270441
553,-0.01047,1.51559,0.0254571
554,-0.01046,1.51559,0.02387
555,-0.01045,1.51559,0.0206959
556,-0.01044,1.51559,0.0191089
557,-0.01043,1.48218,0.0175218
558,-0.01042,1.48218,0.0127607
559,-0.01041,1.48218,0.0111737
560,-0.0104,1.49889,0.00958661
561,-0.01039,1.46548,0.00799956
562,-0.01038,1.48218,0.00799956
563,-0.01037,1.46548,0.00641251
564,-0.01036,1.46548,0.00641251
565,-0.01035,1.48218,0.00323842
566,-0.01034,1.44878,0.00323842
567,-0.01033,1.44878,0.00165137
568,-0.01032,1.46548,0.00165137
569,-0.01031,1.43207,6.43283e-05
570,-0.0103,1.43207,0.00165137
571,-0.01029,1.44878,-0.00152272
572,-0.01028,1.39867,-0.00152272
573,-0.01027,1.39867,-0.00152272
574,-0.01026,1.39867,-0.00152272
575,-0.01025,1.39867,-0.00310976
576,-0.01024,1.38196,-0.00310976
577,-0.01023,1.38196,-0.00310976
578,-0.01022,1.36526,-0.00310976
579,-0.01021,1.36526,-0.00310976
580,-0.0102,1.36526,-0.00310976
581,-0.01019,1.34855,-0.00310976
582,-0.01018,1.34855,-0.00469681
583,-0.01017,1.33185,-0.00469681
584,-0.01016,1.33185,-0.00469681
585,-0.01015,1.31515,-0.00469681
586,-0.01014,1.31515,-0.00469681
587,-0.01013,1.31515,-0.00469681
588,-0.01012,1.29844,-0.00469681
589,-0.01011,1.29844,-0.00469681
590,-0.0101,1.29844,-0.00469681
591,-0.01009,1.28174,-0.00469681
592,-0.01008,1.29844,-0.00469681
593,-0.01007,1.26504,-0.00469681
594,-0.01006,1.26504,-0.00469681
595,-0.01005,1.26504,-0.00469681
596,-0.01004,1.24833,-0.00469681
597,-0.01003,1.24833,-0.00469681
598,-0.01002,1.24833,-0.00469681
599,-0.01001,1.23163,-0.00469681
600,-0.01,1.24833,-0.00469681
601,-0.00999,1.21493,-0.00469681
602,-0.00998,1.23163,-0.00469681
603,-0.00997,1.19822,-0.00469681
604,-0.00996,1.19822,-0.00469681
605,-0.00995,1.21493,-0.00469681
606,-0.00994,1.18152,-0.00469681
607,-0.00993,1.18152,-0.00469681
608,-0.00992,1.18152,-0.00469681
609,-0.00991,1.16481,-0.00469681
610,-0.0099,1.18152,-0.00469681
611,-0.00989,1.14811,-0.00469681
612,-0.00988,1.14811,-0.00469681
613,-0.00987,1.14811,-0.00469681
614,-0.00986,1.14811,-0.00469681
615,-0.00985,1.1147,-0.00469681
616,-0.00984,1.1147,-0.00469681
617,-0.00983,1.098,-0.00469681
618,-0.00982,1.098,-0.00469681
619,-0.00981,1.098,-0.00469681
620,-0.0098,1.098,-0.00469681
621,-0.00979,1.06459,-0.00469681
622,-0.00978,1.06459,-0.00469681
