0.000000000000000e+00	0.000000e+00	3.262607e-08
7.245000045389008e-06	3.622500e-02	1.368836e-07
1.449000009077802e-05	7.245000e-02	1.639892e-07
2.173500013616702e-05	1.086750e-01	1.139429e-07
2.898000018155603e-05	1.449000e-01	-1.325529e-08
3.622500022694504e-05	1.811250e-01	-2.176054e-07
4.347000027233404e-05	2.173500e-01	-4.991075e-07
5.071500031772304e-05	2.535750e-01	-8.577614e-07
5.950406281772305e-05	2.975203e-01	-3.064748e-06
6.243375031772305e-05	3.121687e-01	-4.630226e-06
6.536343781772305e-05	3.268172e-01	-6.960573e-06
6.829312531772305e-05	3.414656e-01	-1.041121e-05
7.122281281772306e-05	3.561141e-01	-1.549023e-05
7.415250031772306e-05	3.707625e-01	-2.291640e-05
7.708218781772306e-05	3.854109e-01	-3.369573e-05
8.001187531772307e-05	4.000594e-01	-4.922097e-05
8.294156281772307e-05	4.147078e-01	-7.139961e-05
8.587125031772307e-05	4.293562e-01	-1.028153e-04
8.880093781772307e-05	4.440047e-01	-1.469253e-04
9.173062531772308e-05	4.586531e-01	-2.082865e-04
9.466031281772308e-05	4.733016e-01	-2.927863e-04
9.759000031772308e-05	4.879500e-01	-4.078240e-04
1.005196878177231e-04	5.025985e-01	-5.623589e-04
1.034493753177231e-04	5.172469e-01	-7.667259e-04
1.063790628177231e-04	5.318953e-01	-1.032140e-03
1.093087503177231e-04	5.465438e-01	-1.369888e-03
1.122384378177231e-04	5.611922e-01	-1.790300e-03
1.151681253177231e-04	5.758407e-01	-2.301713e-03
1.180978128177231e-04	5.904891e-01	-2.909632e-03
1.210275003177231e-04	6.051375e-01	-3.616281e-03
1.239571878177231e-04	6.197860e-01	-4.420574e-03
1.268868753177231e-04	6.344344e-01	-5.318451e-03
1.298165628177231e-04	6.490828e-01	-6.303422e-03
1.327462503177231e-04	6.637313e-01	-7.367060e-03
1.356759378177231e-04	6.783797e-01	-8.498983e-03
1.386056253177231e-04	6.930282e-01	-9.684736e-03
1.415353128177231e-04	7.076766e-01	-1.089554e-02
1.444650003177231e-04	7.223250e-01	-1.204816e-02
1.473946878177231e-04	7.369735e-01	-1.286691e-02
1.503243753177231e-04	7.516219e-01	-1.276583e-02
1.523707149890264e-04	7.618536e-01	-1.136553e-02
1.538746997458623e-04	7.693735e-01	-8.793491e-03
1.552342471905041e-04	7.761712e-01	-4.576722e-03
1.568932529161607e-04	7.844663e-01	3.352347e-03
1.584726894095182e-04	7.923635e-01	1.447561e-02
1.609572896634603e-04	8.047864e-01	3.947568e-02
1.638869771634603e-04	8.194349e-01	8.033636e-02
1.668166646634603e-04	8.340833e-01	1.367000e-01
1.697463521634603e-04	8.487318e-01	2.122395e-01
1.726760396634603e-04	8.633802e-01	3.060361e-01
1.752322285102274e-04	8.761612e-01	3.994451e-01
1.781619160102274e-04	8.908096e-01	5.146377e-01
1.802841183709564e-04	9.014206e-01	6.007857e-01
1.825647535707252e-04	9.128238e-01	6.894608e-01
1.854113833904075e-04	9.270569e-01	7.830576e-01
1.883410708904075e-04	9.417053e-01	8.542826e-01
1.912707583904075e-04	9.563538e-01	9.022843e-01
1.942004458904075e-04	9.710022e-01	9.347147e-01
1.971301333904075e-04	9.856507e-01	9.584031e-01
2.000598208904075e-04	1.000299e+00	9.775708e-01
2.029895083904075e-04	1.014948e+00	9.944857e-01
2.059191958904075e-04	1.029596e+00	1.010308e+00
2.088488833904075e-04	1.044244e+00	1.025604e+00
2.117785708904075e-04	1.058893e+00	1.040643e+00
2.205676333904075e-04	1.102838e+00	1.085184e+00
2.285196423189789e-04	1.142598e+00	1.125183e+00
2.364716512475504e-04	1.182358e+00	1.165147e+00
2.444236601761218e-04	1.222118e+00	1.205075e+00
2.523756691046933e-04	1.261878e+00	1.244967e+00
2.603276780332647e-04	1.301638e+00	1.284823e+00
2.682796869618361e-04	1.341398e+00	1.324643e+00
2.762316958904075e-04	1.381158e+00	1.364427e+00
2.954839280332647e-04	1.477420e+00	1.460813e+00
3.147361601761219e-04	1.573681e+00	1.557121e+00
3.339883923189790e-04	1.669942e+00	1.653351e+00
3.532406244618362e-04	1.766203e+00	1.749505e+00
3.724928566046934e-04	1.862464e+00	1.845581e+00
3.917450887475505e-04	1.958726e+00	1.941579e+00
4.109973208904076e-04	2.054987e+00	2.037501e+00
4.147640619618362e-04	2.073820e+00	2.056245e+00
4.185308030332648e-04	2.092654e+00	2.074930e+00
4.222975441046933e-04	2.111488e+00	2.093553e+00
4.260642851761220e-04	2.130322e+00	2.112117e+00
4.298310262475505e-04	2.149155e+00	2.130620e+00
4.335977673189791e-04	2.167989e+00	2.149064e+00
4.373645083904077e-04	2.186823e+00	2.167446e+00
4.432238833904077e-04	2.216120e+00	2.195568e+00
4.461535708904077e-04	2.230768e+00	2.209384e+00
4.490832583904077e-04	2.245416e+00	2.222990e+00
4.549426333904077e-04	2.274713e+00	2.249404e+00
4.578723208904077e-04	2.289362e+00	2.262119e+00
4.608020083904077e-04	2.304010e+00	2.274423e+00
4.637316958904077e-04	2.318659e+00	2.286232e+00
4.666613833904077e-04	2.333307e+00	2.297434e+00
4.695910708904077e-04	2.347955e+00	2.307891e+00
4.725207583904077e-04	2.362604e+00	2.317458e+00
4.754504458904077e-04	2.377252e+00	2.326007e+00
4.783801333904077e-04	2.391901e+00	2.333468e+00
4.813098208904077e-04	2.406549e+00	2.339843e+00
4.842395083904077e-04	2.421198e+00	2.345202e+00
4.871691958904077e-04	2.435846e+00	2.349661e+00
4.900988833904077e-04	2.450495e+00	2.353354e+00
4.930285708904077e-04	2.465143e+00	2.356417e+00
4.959582583904077e-04	2.479791e+00	2.359029e+00
4.977758917808154e-04	2.488879e+00	2.360420e+00
5.000000000000000e-04	2.500000e+00	2.361907e+00
5.001411158561630e-04	2.499295e+00	2.362001e+00
5.004233475684892e-04	2.497883e+00	2.362185e+00
5.009878109931416e-04	2.495061e+00	2.362504e+00
5.021167378424463e-04	2.489416e+00	2.362926e+00
5.043745915410555e-04	2.478127e+00	2.363206e+00
5.073042790410555e-04	2.463479e+00	2.362846e+00
5.102339665410555e-04	2.448830e+00	2.361869e+00
5.131636540410555e-04	2.434182e+00	2.360409e+00
5.160933415410555e-04	2.419533e+00	2.358541e+00
5.190230290410556e-04	2.404885e+00	2.356259e+00
5.219527165410556e-04	2.390236e+00	2.353502e+00
5.248824040410556e-04	2.375588e+00	2.350162e+00
5.278120915410556e-04	2.360940e+00	2.346083e+00
5.307417790410556e-04	2.346291e+00	2.341055e+00
5.336714665410556e-04	2.331643e+00	2.334822e+00
5.366011540410556e-04	2.316994e+00	2.327123e+00
5.395308415410556e-04	2.302346e+00	2.317761e+00
5.424605290410556e-04	2.287697e+00	2.306681e+00
5.453902165410556e-04	2.273049e+00	2.294011e+00
5.483199040410556e-04	2.258400e+00	2.280038e+00
5.512495915410556e-04	2.243752e+00	2.265133e+00
5.541792790410556e-04	2.229104e+00	2.249677e+00
5.571089665410556e-04	2.214455e+00	2.233984e+00
5.600386540410556e-04	2.199807e+00	2.218278e+00
5.629683415410556e-04	2.185158e+00	2.202690e+00
5.658980290410556e-04	2.170510e+00	2.187273e+00
5.688277165410556e-04	2.155861e+00	2.172032e+00
5.717574040410556e-04	2.141213e+00	2.156947e+00
5.746870915410556e-04	2.126565e+00	2.141986e+00
5.805464665410556e-04	2.097268e+00	2.112318e+00
5.893355290410556e-04	2.053322e+00	2.068147e+00
5.981245915410556e-04	2.009377e+00	2.024163e+00
6.069136540410556e-04	1.965432e+00	1.980194e+00
6.157027165410556e-04	1.921486e+00	1.936241e+00
6.244917790410556e-04	1.877541e+00	1.892304e+00
6.332808415410557e-04	1.833596e+00	1.848383e+00
6.420699040410557e-04	1.789650e+00	1.804477e+00
6.508589665410557e-04	1.745705e+00	1.760587e+00
6.663444576124843e-04	1.668278e+00	1.683234e+00
6.818299486839128e-04	1.590850e+00	1.605891e+00
6.973154397553414e-04	1.513423e+00	1.528557e+00
7.128009308267700e-04	1.435995e+00	1.451234e+00
7.282864218981986e-04	1.358568e+00	1.373921e+00
