;Scopy version	f4beeb1
;Exported on	Wednesday February 21/02/2024
;Device	M2K
;Nr of samples	3200
;Sample rate	1e+08
;Tool	Oscilloscope
;Additional Information	
Sample	Time(S)	CH1(V)	CH2(V)
241	-3.63e-06	1.25924	1.262
242	-3.62e-06	1.25786	1.25786
243	-3.61e-06	1.25924	1.26338
244	-3.6e-06	1.25924	1.25924
245	-3.59e-06	1.25924	1.25786
246	-3.58e-06	1.25786	1.25924
247	-3.57e-06	1.25786	1.25648
248	-3.56e-06	1.26338	1.25786
249	-3.55e-06	1.25924	1.262
250	-3.54e-06	1.25786	1.25924
251	-3.53e-06	1.25924	1.25924
252	-3.52e-06	1.25786	1.262
253	-3.51e-06	1.25924	1.262
254	-3.5e-06	1.26062	1.262
255	-3.49e-06	1.26062	1.262
256	-3.48e-06	1.25786	1.25924
257	-3.47e-06	1.25924	1.262
258	-3.46e-06	1.25786	1.25924
259	-3.45e-06	1.25648	1.262
260	-3.44e-06	1.25924	1.25924
261	-3.43e-06	1.25648	1.25924
262	-3.42e-06	1.2551	1.25648
263	-3.41e-06	1.25648	1.25786
264	-3.4e-06	1.25096	1.25786
265	-3.39e-06	1.25924	1.26338
266	-3.38e-06	1.25786	1.262
267	-3.37e-06	1.25924	1.25924
268	-3.36e-06	1.26062	1.25786
269	-3.35e-06	1.26062	1.262
270	-3.34e-06	1.25648	1.25924
271	-3.33e-06	1.25786	1.26338
272	-3.32e-06	1.25924	1.26338
273	-3.31e-06	1.2551	1.25924
274	-3.3e-06	1.25648	1.262
275	-3.29e-06	1.26062	1.25786
276	-3.28e-06	1.25924	1.25924
277	-3.27e-06	1.25924	1.26476
278	-3.26e-06	1.25648	1.25924
279	-3.25e-06	1.25786	1.25924
280	-3.24e-06	1.262	1.25924
281	-3.23e-06	1.25924	1.262
282	-3.22e-06	1.25648	1.25924
283	-3.21e-06	1.26338	1.262
284	-3.2e-06	1.25786	1.25924
285	-3.19e-06	1.25786	1.262
286	-3.18e-06	1.25648	1.25786
287	-3.17e-06	1.25786	1.262
288	-3.16e-06	1.25648	1.262
289	-3.15e-06	1.25924	1.25924
290	-3.14e-06	1.25786	1.25924
291	-3.13e-06	1.25786	1.26338
292	-3.12e-06	1.25786	1.25924
293	-3.11e-06	1.25924	1.262
294	-3.1e-06	1.25786	1.25924
295	-3.09e-06	1.25786	1.25786
296	-3.08e-06	1.25786	1.25786
297	-3.07e-06	1.25924	1.26338
298	-3.06e-06	1.25924	1.25924
299	-3.05e-06	1.25648	1.262
300	-3.04e-06	1.2551	1.262
301	-3.03e-06	1.25786	1.25924
302	-3.02e-06	1.262	1.25786
303	-3.01e-06	1.25924	1.26476
304	-3e-06	1.25372	1.262
305	-2.99e-06	1.26062	1.26338
306	-2.98e-06	1.25924	1.25786
307	-2.97e-06	1.25924	1.25786
308	-2.96e-06	1.2551	1.25924
309	-2.95e-06	1.26062	1.262
310	-2.94e-06	1.25372	1.25786
311	-2.93e-06	1.2551	1.26476
312	-2.92e-06	1.25648	1.25786
313	-2.91e-06	1.25786	1.262
314	-2.9e-06	1.25648	1.25786
315	-2.89e-06	1.25648	1.25786
316	-2.88e-06	1.25786	1.25924
317	-2.87e-06	1.25786	1.25924
318	-2.86e-06	1.26062	1.25924
319	-2.85e-06	1.25786	1.262
320	-2.84e-06	1.2551	1.25924
321	-2.83e-06	1.25096	1.25786
322	-2.82e-06	1.25786	1.262
323	-2.81e-06	1.25786	1.25648
324	-2.8e-06	1.2551	1.25786
325	-2.79e-06	1.262	1.26338
326	-2.78e-06	1.25786	1.25924
327	-2.77e-06	1.25924	1.262
328	-2.76e-06	1.25372	1.25786
329	-2.75e-06	1.2551	1.26338
330	-2.74e-06	1.25648	1.25924
331	-2.73e-06	1.25786	1.25924
332	-2.72e-06	1.25924	1.25924
333	-2.71e-06	1.25924	1.25786
334	-2.7e-06	1.25648	1.25786
335	-2.69e-06	1.25648	1.25924
336	-2.68e-06	1.25786	1.25786
337	-2.67e-06	1.25924	1.25786
338	-2.66e-06	1.25648	1.25924
339	-2.65e-06	1.2551	1.25786
340	-2.64e-06	1.25648	1.25924
341	-2.63e-06	1.2551	1.26338
342	-2.62e-06	1.26062	1.25924
343	-2.61e-06	1.25648	1.25924
344	-2.6e-06	1.25648	1.25924
345	-2.59e-06	1.25786	1.262
346	-2.58e-06	1.26062	1.25786
347	-2.57e-06	1.25924	1.25786
348	-2.56e-06	1.25924	1.25786
349	-2.55e-06	1.25924	1.25786
350	-2.54e-06	1.25924	1.25786
351	-2.53e-06	1.26062	1.25924
352	-2.52e-06	1.26062	1.25648
353	-2.51e-06	1.25786	1.25924
354	-2.5e-06	1.24958	1.26338
355	-2.49e-06	1.25648	1.25924
356	-2.48e-06	1.262	1.25786
357	-2.47e-06	1.26062	1.26338
358	-2.46e-06	1.25648	1.262
359	-2.45e-06	1.25786	1.25648
360	-2.44e-06	1.26062	1.25786
361	-2.43e-06	1.26062	1.25786
362	-2.42e-06	1.25648	1.25786
363	-2.41e-06	1.25924	1.25924
364	-2.4e-06	1.25648	1.25648
365	-2.39e-06	1.25924	1.26338
366	-2.38e-06	1.25786	1.25924
367	-2.37e-06	1.25648	1.25924
368	-2.36e-06	1.25786	1.25924
369	-2.35e-06	1.25648	1.25924
370	-2.34e-06	1.26062	1.25924
371	-2.33e-06	1.25786	1.262
372	-2.32e-06	1.25924	1.25786
373	-2.31e-06	1.25924	1.262
374	-2.3e-06	1.25924	1.25924
375	-2.29e-06	1.25924	1.25924
376	-2.28e-06	1.2551	1.262
377	-2.27e-06	1.25648	1.262
378	-2.26e-06	1.25648	1.262
379	-2.25e-06	1.25924	1.25924
380	-2.24e-06	1.2551	1.262
381	-2.23e-06	1.25924	1.26338
382	-2.22e-06	1.25786	1.25924
383	-2.21e-06	1.25648	1.25924
384	-2.2e-06	1.25648	1.26338
385	-2.19e-06	1.25786	1.262
386	-2.18e-06	1.25648	1.262
387	-2.17e-06	1.2551	1.262
388	-2.16e-06	1.25786	1.25924
389	-2.15e-06	1.25924	1.25786
390	-2.14e-06	1.25786	1.26338
391	-2.13e-06	1.25372	1.25648
392	-2.12e-06	1.25786	1.25924
393	-2.11e-06	1.25924	1.26338
394	-2.1e-06	1.25924	1.25924
395	-2.09e-06	1.25786	1.262
396	-2.08e-06	1.25786	1.262
397	-2.07e-06	1.26062	1.26338
398	-2.06e-06	1.2551	1.262
399	-2.05e-06	1.25372	1.26338
400	-2.04e-06	1.2551	1.25786
401	-2.03e-06	1.25786	1.262
402	-2.02e-06	1.25372	1.262
403	-2.01e-06	1.2551	1.25924
404	-2e-06	1.26062	1.26338
405	-1.99e-06	1.25924	1.25924
406	-1.98e-06	1.25648	1.25786
407	-1.97e-06	1.25786	1.26338
408	-1.96e-06	1.25786	1.25924
409	-1.95e-06	1.25924	1.26338
410	-1.94e-06	1.25786	1.25786
411	-1.93e-06	1.25648	1.25924
412	-1.92e-06	1.25786	1.262
413	-1.91e-06	1.25372	1.262
414	-1.9e-06	1.25648	1.25786
415	-1.89e-06	1.25786	1.262
416	-1.88e-06	1.25924	1.25924
417	-1.87e-06	1.25786	1.26476
418	-1.86e-06	1.25372	1.26338
419	-1.85e-06	1.2551	1.25924
420	-1.84e-06	1.25372	1.262
421	-1.83e-06	1.25924	1.262
422	-1.82e-06	1.25648	1.25786
423	-1.81e-06	1.25924	1.262
424	-1.8e-06	1.25648	1.25924
425	-1.79e-06	1.25372	1.262
426	-1.78e-06	1.2551	1.25786
427	-1.77e-06	1.25648	1.25786
428	-1.76e-06	1.2551	1.25924
429	-1.75e-06	1.2551	1.262
430	-1.74e-06	1.25372	1.25786
431	-1.73e-06	1.25786	1.25924
432	-1.72e-06	1.25648	1.25648
433	-1.71e-06	1.2551	1.25786
434	-1.7e-06	1.25648	1.262
435	-1.69e-06	1.25786	1.25924
436	-1.68e-06	1.25648	1.25786
437	-1.67e-06	1.2551	1.262
438	-1.66e-06	1.2551	1.25924
439	-1.65e-06	1.25786	1.25924
440	-1.64e-06	1.25372	1.25924
441	-1.63e-06	1.25648	1.25924
442	-1.62e-06	1.25648	1.25786
443	-1.61e-06	1.25648	1.25786
444	-1.6e-06	1.2551	1.25786
445	-1.59e-06	1.2551	1.25786
446	-1.58e-06	1.25786	1.25648
447	-1.57e-06	1.26062	1.262
448	-1.56e-06	1.2551	1.25648
449	-1.55e-06	1.25786	1.25924
450	-1.54e-06	1.25786	1.25924
451	-1.53e-06	1.25924	1.25786
452	-1.52e-06	1.25924	1.25924
453	-1.51e-06	1.25648	1.25786
454	-1.5e-06	1.25648	1.25924
455	-1.49e-06	1.25786	1.25786
456	-1.48e-06	1.25786	1.25648
457	-1.47e-06	1.25648	1.25924
458	-1.46e-06	1.25924	1.25924
459	-1.45e-06	1.25924	1.25924
460	-1.44e-06	1.25924	1.25786
461	-1.43e-06	1.25924	1.262
462	-1.42e-06	1.25786	1.25924
463	-1.41e-06	1.25786	1.262
464	-1.4e-06	1.25924	1.25786
465	-1.39e-06	1.25786	1.262
466	-1.38e-06	1.25648	1.25924
467	-1.37e-06	1.25786	1.25924
468	-1.36e-06	1.25786	1.25786
469	-1.35e-06	1.25648	1.26338
470	-1.34e-06	1.25648	1.262
471	-1.33e-06	1.25786	1.25786
472	-1.32e-06	1.26062	1.25924
473	-1.31e-06	1.2551	1.25924
474	-1.3e-06	1.25648	1.25924
475	-1.29e-06	1.25786	1.25924
476	-1.28e-06	1.2551	1.262
477	-1.27e-06	1.25924	1.26338
478	-1.26e-06	1.25924	1.25924
479	-1.25e-06	1.25924	1.25786
480	-1.24e-06	1.25786	1.26338
481	-1.23e-06	1.25786	1.262
482	-1.22e-06	1.25648	1.25786
483	-1.21e-06	1.25786	1.25924
484	-1.2e-06	1.25648	1.25786
485	-1.19e-06	1.25786	1.262
486	-1.18e-06	1.25924	1.25924
487	-1.17e-06	1.25924	1.25786
488	-1.16e-06	1.25786	1.262
489	-1.15e-06	1.26062	1.262
490	-1.14e-06	1.2551	1.25648
491	-1.13e-06	1.25924	1.26476
492	-1.12e-06	1.2551	1.2551
493	-1.11e-06	1.25786	1.26476
494	-1.1e-06	1.2551	1.26476
495	-1.09e-06	1.25786	1.25648
496	-1.08e-06	1.25924	1.25786
497	-1.07e-06	1.25786	1.262
498	-1.06e-06	1.26062	1.25786
499	-1.05e-06	1.25786	1.25786
500	-1.04e-06	1.25786	1.26338
501	-1.03e-06	1.25786	1.26338
502	-1.02e-06	1.25786	1.25924
503	-1.01e-06	1.25924	1.25924
