time	V(1+)	V(2+)	V(vost1)	V(x1:bus01)	V(x1:bus03)	-Ix(x1:x5:DRAIN)	Ix(x1:x1:OUT2)	Ix(x1:x1:OUT4)	Ix(x1:x2:DRAIN)	Ix(x1:x3:DRAIN)
2.494693732528502e-03	2.473337e+00	2.357401e+00	1.347185e+00	1.557759e+00	1.225463e+00	5.040106e-04	2.137337e-04	4.942794e-04	1.025797e-04	1.111526e-04
2.496826171875004e-03	2.483999e+00	2.359115e+00	1.343100e+00	1.557231e+00	1.226413e+00	5.033780e-04	2.137619e-04	4.943884e-04	1.029143e-04	1.108466e-04
2.500000000000004e-03	2.499867e+00	2.361355e+00	1.337566e+00	1.556550e+00	1.227660e+00	5.025602e-04	2.137988e-04	4.945311e-04	1.033472e-04	1.104509e-04
2.500317382812504e-03	2.498296e+00	2.361558e+00	1.337534e+00	1.556086e+00	1.227467e+00	5.019834e-04	2.137931e-04	4.945440e-04	1.036424e-04	1.101466e-04
2.500952148437504e-03	2.495122e+00	2.361913e+00	1.337586e+00	1.555236e+00	1.227101e+00	5.008594e-04	2.137823e-04	4.945667e-04	1.041845e-04	1.095952e-04
2.502221679687504e-03	2.488775e+00	2.362374e+00	1.338085e+00	1.553865e+00	1.226420e+00	4.989588e-04	2.137620e-04	4.945960e-04	1.050622e-04	1.086996e-04
2.504760742187504e-03	2.476080e+00	2.362615e+00	1.340060e+00	1.551908e+00	1.225120e+00	4.961908e-04	2.137235e-04	4.946114e-04	1.063198e-04	1.074022e-04
2.507934570312505e-03	2.460212e+00	2.362101e+00	1.343787e+00	1.550293e+00	1.223486e+00	4.938554e-04	2.136751e-04	4.945786e-04	1.073620e-04	1.063105e-04
2.511108398437504e-03	2.444343e+00	2.360903e+00	1.348688e+00	1.549223e+00	1.221731e+00	4.922509e-04	2.136230e-04	4.945021e-04	1.080555e-04	1.055653e-04
2.514282226562504e-03	2.428475e+00	2.359170e+00	1.354633e+00	1.548395e+00	1.219742e+00	4.909508e-04	2.135640e-04	4.943918e-04	1.085944e-04	1.049682e-04
2.517456054687504e-03	2.412607e+00	2.356961e+00	1.361588e+00	1.547613e+00	1.217415e+00	4.896751e-04	2.134949e-04	4.942512e-04	1.091041e-04	1.043897e-04
2.520629882812504e-03	2.396738e+00	2.354240e+00	1.369630e+00	1.546771e+00	1.214641e+00	4.882641e-04	2.134126e-04	4.940782e-04	1.096542e-04	1.037572e-04
2.523803710937504e-03	2.380870e+00	2.350902e+00	1.378904e+00	1.545801e+00	1.211284e+00	4.866052e-04	2.133129e-04	4.938663e-04	1.102897e-04	1.030221e-04
2.526977539062504e-03	2.365001e+00	2.346772e+00	1.389581e+00	1.544658e+00	1.207175e+00	4.846092e-04	2.131909e-04	4.936046e-04	1.110404e-04	1.021495e-04
2.530151367187504e-03	2.349133e+00	2.341611e+00	1.401791e+00	1.543331e+00	1.202115e+00	4.822231e-04	2.130405e-04	4.932783e-04	1.119147e-04	1.011254e-04
2.533325195312504e-03	2.333265e+00	2.335109e+00	1.415507e+00	1.541879e+00	1.195903e+00	4.794846e-04	2.128557e-04	4.928682e-04	1.128758e-04	9.998098e-05
2.536499023437504e-03	2.317397e+00	2.326937e+00	1.430383e+00	1.540464e+00	1.188402e+00	4.765892e-04	2.126325e-04	4.923546e-04	1.138153e-04	9.881962e-05
2.539672851562504e-03	2.301528e+00	2.316840e+00	1.445687e+00	1.539333e+00	1.179588e+00	4.738772e-04	2.123699e-04	4.917224e-04	1.145685e-04	9.780426e-05
2.542846679687504e-03	2.285660e+00	2.304745e+00	1.460453e+00	1.538707e+00	1.169561e+00	4.716899e-04	2.120708e-04	4.909684e-04	1.149857e-04	9.708719e-05
2.546020507812504e-03	2.269791e+00	2.290825e+00	1.473778e+00	1.538677e+00	1.158510e+00	4.702052e-04	2.117408e-04	4.901048e-04	1.150063e-04	9.673553e-05
2.549194335937504e-03	2.253923e+00	2.275456e+00	1.485084e+00	1.539175e+00	1.146675e+00	4.693909e-04	2.113868e-04	4.891563e-04	1.146734e-04	9.671366e-05
2.552368164062504e-03	2.238055e+00	2.259115e+00	1.494193e+00	1.540040e+00	1.134304e+00	4.690705e-04	2.110162e-04	4.881530e-04	1.140970e-04	9.691910e-05
2.555541992187504e-03	2.222187e+00	2.242259e+00	1.501257e+00	1.541084e+00	1.121624e+00	4.690179e-04	2.106356e-04	4.871234e-04	1.134029e-04	9.723249e-05
2.558715820312504e-03	2.206318e+00	2.225245e+00	1.506617e+00	1.542150e+00	1.108807e+00	4.690312e-04	2.102502e-04	4.860889e-04	1.126956e-04	9.755447e-05
2.561889648437504e-03	2.190450e+00	2.208300e+00	1.510670e+00	1.543138e+00	1.095965e+00	4.689707e-04	2.098633e-04	4.850632e-04	1.120418e-04	9.782146e-05
2.565063476562504e-03	2.174581e+00	2.191534e+00	1.513776e+00	1.544002e+00	1.083157e+00	4.687645e-04	2.094766e-04	4.840524e-04	1.114718e-04	9.800478e-05
2.568237304687504e-03	2.158713e+00	2.174975e+00	1.516223e+00	1.544734e+00	1.070406e+00	4.683943e-04	2.090907e-04	4.830578e-04	1.109897e-04	9.810104e-05
2.571411132812504e-03	2.142845e+00	2.158605e+00	1.518219e+00	1.545350e+00	1.057712e+00	4.678748e-04	2.087057e-04	4.820777e-04	1.105847e-04	9.812097e-05
2.574584960937504e-03	2.126976e+00	2.142386e+00	1.519907e+00	1.545875e+00	1.045065e+00	4.672347e-04	2.083211e-04	4.811096e-04	1.102406e-04	9.808055e-05
2.577758789062504e-03	2.111108e+00	2.126278e+00	1.521380e+00	1.546332e+00	1.032453e+00	4.665048e-04	2.079367e-04	4.801508e-04	1.099412e-04	9.799549e-05
2.584106445312504e-03	2.079371e+00	2.094275e+00	1.523900e+00	1.547118e+00	1.007296e+00	4.648744e-04	2.071668e-04	4.782525e-04	1.094268e-04	9.774003e-05
2.590000697544647e-03	2.049901e+00	2.064727e+00	1.525826e+00	1.547744e+00	9.839824e-01	4.632216e-04	2.064505e-04	4.765088e-04	1.090183e-04	9.743215e-05
2.595894949776789e-03	2.020432e+00	2.035198e+00	1.527648e+00	1.548361e+00	9.606863e-01	4.615538e-04	2.057294e-04	4.747698e-04	1.086162e-04	9.711322e-05
2.601789202008932e-03	1.990962e+00	2.005688e+00	1.529365e+00	1.548970e+00	9.374080e-01	4.598711e-04	2.050036e-04	4.730355e-04	1.082203e-04	9.678323e-05
2.607683454241075e-03	1.961492e+00	1.976198e+00	1.530978e+00	1.549569e+00	9.141475e-01	4.581736e-04	2.042730e-04	4.713061e-04	1.078308e-04	9.644218e-05
2.613577706473218e-03	1.932022e+00	1.946727e+00	1.532486e+00	1.550161e+00	8.909048e-01	4.564611e-04	2.035377e-04	4.695814e-04	1.074476e-04	9.609009e-05
2.619471958705360e-03	1.902553e+00	1.917274e+00	1.533890e+00	1.550743e+00	8.676798e-01	4.547337e-04	2.027977e-04	4.678615e-04	1.070708e-04	9.572694e-05
2.625366210937503e-03	1.873083e+00	1.887841e+00	1.535190e+00	1.551317e+00	8.444726e-01	4.529914e-04	2.020529e-04	4.661464e-04	1.067002e-04	9.535273e-05
2.643955775669646e-03	1.780140e+00	1.794973e+00	1.539097e+00	1.552970e+00	7.712199e-01	4.475457e-04	1.999169e-04	4.607590e-04	1.056258e-04	9.429108e-05
2.662545340401789e-03	1.687196e+00	1.702118e+00	1.542897e+00	1.554883e+00	6.984587e-01	4.420839e-04	1.974745e-04	4.553610e-04	1.043994e-04	9.307505e-05
2.681134905133932e-03	1.594253e+00	1.609277e+00	1.546592e+00	1.557054e+00	6.261892e-01	4.366059e-04	1.947256e-04	4.499524e-04	1.030209e-04	9.170463e-05
2.699724469866075e-03	1.501310e+00	1.516449e+00	1.550181e+00	1.559485e+00	5.544114e-01	4.311116e-04	1.916703e-04	4.445332e-04	1.014904e-04	9.017983e-05
2.718314034598217e-03	1.408367e+00	1.423635e+00	1.553664e+00	1.562174e+00	4.831252e-01	4.256012e-04	1.883085e-04	4.391035e-04	9.980786e-05	8.850064e-05
2.736903599330360e-03	1.315424e+00	1.330835e+00	1.557041e+00	1.565122e+00	4.123307e-01	4.200746e-04	1.846403e-04	4.336631e-04	9.797324e-05	8.666707e-05
2.755493164062503e-03	1.222481e+00	1.238048e+00	1.560312e+00	1.568329e+00	3.420278e-01	4.145317e-04	1.806657e-04	4.282122e-04	9.598657e-05	8.467912e-05
2.760934012276788e-03	1.195278e+00	1.210892e+00	1.561292e+00	1.569381e+00	3.216229e-01	4.128966e-04	1.793571e-04	4.266033e-04	9.533155e-05	8.402554e-05
2.766374860491074e-03	1.168075e+00	1.183747e+00	1.562272e+00	1.570782e+00	3.014878e-01	4.112575e-04	1.776495e-04	4.249887e-04	9.447522e-05	8.317431e-05
2.771815708705360e-03	1.140872e+00	1.156611e+00	1.563251e+00	1.572532e+00	2.816226e-01	4.096142e-04	1.755430e-04	4.233684e-04	9.341758e-05	8.212545e-05
2.777256556919645e-03	1.113669e+00	1.129485e+00	1.564229e+00	1.574632e+00	2.620272e-01	4.079668e-04	1.730375e-04	4.217425e-04	9.215864e-05	8.087894e-05
2.782697405133931e-03	1.086466e+00	1.102369e+00	1.565208e+00	1.577080e+00	2.427017e-01	4.063154e-04	1.701331e-04	4.201109e-04	9.069839e-05	7.943479e-05
2.788138253348217e-03	1.059263e+00	1.075263e+00	1.566185e+00	1.579878e+00	2.236461e-01	4.046599e-04	1.668297e-04	4.184737e-04	8.903684e-05	7.779300e-05
2.793579101562502e-03	1.032060e+00	1.048167e+00	1.567163e+00	1.583025e+00	2.048603e-01	4.030003e-04	1.631273e-04	4.168308e-04	8.717398e-05	7.595357e-05
2.803100585937502e-03	9.844554e-01	1.000840e+00	1.568871e+00	1.591141e+00	1.738252e-01	4.000926e-04	1.538194e-04	4.139366e-04	8.248589e-05	7.133401e-05
2.809448242187502e-03	9.527187e-01	9.693666e-01	1.570007e+00	1.598307e+00	1.543836e-01	3.981530e-04	1.458178e-04	4.119944e-04	7.845365e-05	6.736467e-05
2.818969726562502e-03	9.051136e-01	9.223320e-01	1.571706e+00	1.611862e+00	1.272405e-01	3.952465e-04	1.312391e-04	4.090611e-04	7.110428e-05	6.013545e-05
2.828491210937502e-03	8.575087e-01	8.756049e-01	1.573392e+00	1.628716e+00	1.025406e-01	3.923554e-04	1.141455e-04	4.061038e-04	6.248175e-05	5.166440e-05
2.834838867187502e-03	8.257719e-01	8.447009e-01	1.574504e+00	1.641694e+00	8.742994e-02	3.904484e-04	1.017798e-04	4.041200e-04	5.623822e-05	4.554228e-05
2.841186523437502e-03	7.940353e-01	8.140744e-01	1.575599e+00	1.655997e+00	7.341881e-02	3.885722e-04	8.897783e-05	4.021284e-04	4.976551e-05	3.921304e-05
2.847534179687502e-03	7.622985e-01	7.838246e-01	1.576670e+00	1.671558e+00	6.054169e-02	3.867465e-04	7.605642e-05	4.001329e-04	4.321736e-05	3.283982e-05
2.850708007812502e-03	7.464301e-01	7.688827e-01	1.577191e+00	1.679785e+00	5.454530e-02	3.858613e-04	6.965685e-05	3.991356e-04	3.996572e-05	2.969192e-05
2.853881835937501e-03	7.305619e-01	7.540918e-01	1.577701e+00	1.688294e+00	4.885560e-02	3.850007e-04	6.335787e-05	3.981401e-04	3.675734e-05	2.660136e-05
2.857055664062502e-03	7.146934e-01	7.394784e-01	1.578197e+00	1.697069e+00	4.348317e-02	3.841704e-04	5.720639e-05	3.971478e-04	3.361412e-05	2.359313e-05
2.860229492187501e-03	6.988252e-01	7.250742e-01	1.578675e+00	1.706089e+00	3.843969e-02	3.833773e-04	5.125050e-05	3.961607e-04	3.055834e-05	2.069306e-05
2.863403320312502e-03	6.829567e-01	7.109159e-01	1.579132e+00	1.715331e+00	3.373741e-02	3.826288e-04	4.553889e-05	3.951811e-04	2.761232e-05	1.792750e-05
2.866577148437501e-03	6.670884e-01	6.970462e-01	1.579564e+00	1.724762e+00	2.938859e-02	3.819335e-04	4.011973e-05	3.942118e-04	2.479800e-05	1.532269e-05
2.869750976562502e-03	6.512200e-01	6.835132e-01	1.579967e+00	1.734342e+00	2.540443e-02	3.813000e-04	3.503908e-05	3.932562e-04	2.213627e-05	1.290379e-05
2.872924804687501e-03	6.353518e-01	6.703703e-01	1.580337e+00	1.744024e+00	2.179387e-02	3.807368e-04	3.033876e-05	3.923183e-04	1.964616e-05	1.069358e-05
2.876098632812502e-03	6.194833e-01	6.576746e-01	1.580671e+00	1.753749e+00	1.856197e-02	3.802511e-04	2.605362e-05	3.914023e-04	1.734380e-05	8.710781e-06
2.879272460937501e-03	6.036150e-01	6.454842e-01	1.580965e+00	1.763448e+00	1.570829e-02	3.798478e-04	2.220863e-05	3.905129e-04	1.524138e-05	6.968182e-06
2.882446289062502e-03	5.877466e-01	6.338553e-01	1.581220e+00	1.773048e+00	1.322532e-02	3.795280e-04	1.881615e-05	3.896549e-04	1.334611e-05	5.470918e-06
2.885620117187501e-03	5.718784e-01	6.228375e-01	1.581434e+00	1.782468e+00	1.109748e-02	3.792886e-04	1.587398e-05	3.888329e-04	1.165951e-05	4.215264e-06
2.888793945312502e-03	5.560099e-01	6.124697e-01	1.581613e+00	1.791629e+00	9.301115e-03	3.791218e-04	1.336492e-05	3.880507e-04	1.017718e-05	3.188456e-06
2.891967773437501e-03	5.401417e-01	6.027765e-01	1.581759e+00	1.800458e+00	7.805516e-03	3.790156e-04	1.125827e-05	3.873113e-04	8.889126e-06	2.369770e-06
2.895141601562502e-03	5.242732e-01	5.937656e-01	1.581879e+00	1.808894e+00	6.575072e-03	3.789559e-04	9.513000e-06	3.866166e-04	7.780764e-06	1.732776e-06
2.898315429687501e-03	5.084050e-01	5.854288e-01	1.581978e+00	1.816892e+00	5.572014e-03	3.789278e-04	8.082132e-06	3.859672e-04	6.834330e-06	1.248267e-06
2.901489257812502e-03	4.925365e-01	5.777423e-01	1.582064e+00	1.824424e+00	4.759173e-03	3.789178e-04	6.917238e-06	3.853625e-04	6.030464e-06	8.871714e-07
2.904663085937501e-03	4.766683e-01	5.706716e-01	1.582140e+00	1.831480e+00	4.102188e-03	3.789149e-04	5.972176e-06	3.848009e-04	5.349689e-06	6.228252e-07
2.907836914062501e-03	4.607998e-01	5.641738e-01	1.582210e+00	1.838065e+00	3.570870e-03	3.789110e-04	5.205578e-06	3.842801e-04	4.773553e-06	4.323115e-07
2.911010742187501e-03	4.449316e-01	5.582025e-01	1.582277e+00	1.844194e+00	3.139743e-03	3.789007e-04	4.582018e-06	3.837974e-04	4.285357e-06	2.969045e-07
2.914184570312501e-03	4.290631e-01	5.527099e-01	1.582343e+00	1.849893e+00	2.787936e-03	3.788811e-04	4.072174e-06	3.833497e-04	3.870502e-06	2.018779e-07
2.917358398437501e-03	4.131949e-01	5.476494e-01	1.582408e+00	1.855189e+00	2.498713e-03	3.788508e-04	3.652350e-06	3.829342e-04	3.516549e-06	1.359773e-07
2.920532226562501e-03	3.973264e-01	5.429770e-01	1.582474e+00	1.860115e+00	2.258853e-03	3.788096e-04	3.303715e-06	3.825476e-04	3.213078e-06	9.078758e-08
2.923706054687501e-03	3.814582e-01	5.386521e-01	1.582541e+00	1.864701e+00	2.058013e-03	3.787581e-04	3.011470e-06	3.821874e-04	2.951473e-06	6.012898e-08
2.926879882812501e-03	3.655898e-01	5.346375e-01	1.582608e+00	1.868978e+00	1.888151e-03	3.786971e-04	2.764074e-06	3.818509e-04	2.724655e-06	3.953569e-08
2.930053710937501e-03	3.497215e-01	5.309002e-01	1.582675e+00	1.872975e+00	1.743042e-03	3.786278e-04	2.552562e-06	3.815356e-04	2.526836e-06	2.582959e-08
2.933227539062501e-03	3.338531e-01	5.274105e-01	1.582743e+00	1.876719e+00	1.617865e-03	3.785514e-04	2.369981e-06	3.812395e-04	2.353293e-06	1.678241e-08
2.936401367187501e-03	3.179848e-01	5.241424e-01	1.582811e+00	1.880235e+00	1.508887e-03	3.784692e-04	2.210934e-06	3.809606e-04	2.200167e-06	1.085391e-08
2.939575195312501e-03	3.021164e-01	5.210729e-01	1.582879e+00	1.883543e+00	1.413202e-03	3.783822e-04	2.071216e-06	3.806974e-04	2.064304e-06	6.993578e-09
2.942749023437501e-03	2.862481e-01	5.181819e-01	1.582946e+00	1.886665e+00	1.328535e-03	3.782914e-04	1.947533e-06	3.804481e-04	1.943115e-06	4.493492e-09
2.945922851562501e-03	2.703797e-01	5.154517e-01	1.583013e+00	1.889617e+00	1.253093e-03	3.781978e-04	1.837281e-06	3.802116e-04	1.834472e-06	2.881740e-09
2.949096679687501e-03	2.545114e-01	5.128669e-01	1.583079e+00	1.892416e+00	1.185449e-03	3.781021e-04	1.738390e-06	3.799866e-04	1.736613e-06	1.846643e-09
2.955444335937501e-03	2.227747e-01	5.080810e-01	1.583208e+00	1.897604e+00	1.069180e-03	3.779069e-04	1.568335e-06	3.795673e-04	1.567640e-06	7.608787e-10
2.961791992187501e-03	1.910380e-01	5.037343e-01	1.583334e+00	1.902323e+00	9.728629e-04	3.777098e-04	1.427389e-06	3.791833e-04	1.427131e-06	3.198349e-10
2.968139648437501e-03	1.593014e-01	4.997568e-01	1.583456e+00	1.906644e+00	8.918081e-04	3.775135e-04	1.308724e-06	3.788292e-04	1.308643e-06	1.418541e-10
2.974487304687501e-03	1.275647e-01	4.960936e-01	1.583573e+00	1.910627e+00	8.226966e-04	3.773197e-04	1.207508e-06	3.785007e-04	1.207496e-06	7.034281e-11
2.980834960937500e-03	9.582796e-02	4.927005e-01	1.583686e+00	1.914318e+00	7.631079e-04	3.771295e-04	1.120210e-06	3.781943e-04	1.120226e-06	4.169134e-11
2.990356445312501e-03	4.822281e-02	4.880414e-01	1.583848e+00	1.919388e+00	6.877425e-04	3.768524e-04	1.009763e-06	3.777703e-04	1.009791e-06	2.742618e-11
2.998535156250049e-03	7.331308e-03	4.843808e-01	1.583980e+00	1.923371e+00	6.332908e-04	3.766226e-04	9.299399e-07	3.774344e-04	9.299702e-07	2.401856e-11
3.000000000000000e-03	7.550116e-06	4.837558e-01	1.584003e+00	1.924051e+00	6.244059e-04	3.765823e-04	9.169128e-07	3.773768e-04	9.169430e-07	2.387376e-11
