250,20.1969,177.841
250.925,20.2002,177.825
251.853,20.1888,177.849
252.785,20.193,177.829
253.72,20.1914,177.74
254.659,20.1904,177.753
255.601,20.1909,177.692
256.546,20.1925,177.679
257.495,20.1943,177.659
258.448,20.2045,177.672
259.404,20.1874,177.599
260.364,20.182,177.557
261.327,20.176,177.555
262.294,20.1859,177.511
263.264,20.1884,177.523
264.238,20.1875,177.474
265.215,20.1892,177.454
266.196,20.1845,177.439
267.181,20.1804,177.468
268.17,20.1976,177.313
269.162,20.1962,177.282
270.157,20.1769,177.382
271.157,20.2003,177.256
272.16,20.1928,177.29
273.167,20.1855,177.215
274.177,20.1915,177.24
275.192,20.1939,177.129
276.21,20.1834,177.129
277.232,20.1864,177.09
278.257,20.1873,177.022
279.286,20.189,176.975
280.32,20.1879,177.005
281.357,20.1988,176.968
282.398,20.1955,176.869
283.442,20.1972,176.871
284.491,20.2078,176.806
285.543,20.1823,176.767
286.6,20.2005,176.864
287.66,20.1958,176.784
288.724,20.1852,176.761
289.792,20.1963,176.793
290.864,20.206,176.755
291.94,20.1993,176.655
293.02,20.1995,176.738
294.104,20.1882,176.658
295.192,20.1942,176.654
296.284,20.1952,176.57
297.38,20.2077,176.553
298.48,20.2006,176.561
299.585,20.1992,176.612
300.693,20.1877,176.438
301.805,20.1924,176.464
302.922,20.205,176.445
304.042,20.1879,176.428
305.167,20.189,176.324
306.296,20.2017,176.369
307.429,20.2013,176.295
308.567,20.2029,176.357
309.708,20.1977,176.308
310.854,20.202,176.165
312.004,20.1975,176.21
313.158,20.2077,176.132
314.316,20.2092,176.075
315.479,20.189,176.049
316.646,20.1851,175.98
317.818,20.1977,176.084
318.993,20.1762,175.972
320.174,20.1975,175.998
321.358,20.204,175.859
322.547,20.2083,175.907
323.74,20.191,175.952
324.938,20.1997,175.752
326.14,20.2022,175.754
327.346,20.1984,175.814
328.557,20.2113,175.741
329.773,20.2037,175.675
330.993,20.1848,175.747
332.217,20.1935,175.628
333.446,20.1779,175.579
334.68,20.1968,175.755
335.918,20.1829,175.567
337.161,20.2047,175.527
338.408,20.1847,175.54
339.66,20.2005,175.537
340.916,20.1882,175.399
342.177,20.1951,175.418
343.443,20.1863,175.357
344.714,20.1871,175.383
345.989,20.2056,175.312
347.269,20.1855,175.411
348.554,20.1815,175.287
349.843,20.1934,175.168
351.137,20.1763,175.094
352.436,20.1881,175.045
353.74,20.2039,175.16
355.049,20.1875,175.102
356.362,20.1845,174.945
357.681,20.1924,174.914
359.004,20.1673,174.964
360.332,20.1798,175.067
361.665,20.1815,175.032
363.003,20.1789,174.821
364.346,20.1577,174.914
365.694,20.1916,174.72
367.046,20.1864,174.765
368.404,20.1843,174.698
369.767,20.1736,174.61
371.135,20.1692,174.476
372.508,20.1789,174.576
373.886,20.1755,174.66
375.269,20.1647,174.504
376.658,20.1597,174.472
378.051,20.1448,174.455
379.45,20.1479,174.407
380.853,20.1607,174.351
382.262,20.1822,174.37
383.676,20.1771,174.373
385.096,20.1754,174.478
386.52,20.1751,174.187
387.95,20.1462,174.325
389.385,20.1667,174.091
390.826,20.1488,174.149
392.272,20.1324,174.309
393.723,20.1411,174.041
395.179,20.1374,174.033
396.641,20.1428,174.05
398.109,20.1535,174.007
399.581,20.1524,174.065
401.06,20.1867,174.033
402.543,20.1697,173.804
404.032,20.1349,173.912
405.527,20.1461,173.855
407.027,20.1419,173.875
408.533,20.141,174.002
410.044,20.1293,173.652
411.561,20.1717,173.832
413.084,20.1654,173.707
414.612,20.1406,173.614
416.146,20.1653,173.782
417.685,20.132,173.745
419.231,20.1543,173.727
420.781,20.1234,173.606
422.338,20.1536,173.539
423.9,20.1521,173.461
425.469,20.1369,173.539
427.043,20.1704,173.413
428.622,20.116,173.296
430.208,20.1181,173.39
431.8,20.1273,173.265
433.397,20.1477,173.259
435,20.1157,173.02
436.61,20.1119,173.318
438.225,20.1172,173.215
439.846,20.1363,173.244
441.473,20.1304,172.919
443.106,20.1477,172.98
444.745,20.1295,172.633
446.391,20.168,172.887
448.042,20.1193,172.951
449.7,20.1713,172.958
451.363,20.1651,172.905
453.033,20.1504,172.557
454.709,20.165,172.669
456.391,20.1663,172.594
458.079,20.1323,172.824
459.774,20.1123,172.578
461.475,20.1634,172.701
463.182,20.1643,172.626
464.896,20.1396,172.532
466.616,20.1516,172.705
468.342,20.1784,172.507
470.074,20.1223,172.423
471.813,20.1596,172.456
473.559,20.1393,172.418
475.311,20.1369,172.463
477.069,20.1814,172.583
478.834,20.1418,171.947
480.605,20.1499,171.949
482.383,20.1152,172.369
484.168,20.1357,172.056
485.959,20.1324,172.025
487.757,20.1428,171.977
489.561,20.0977,172.111
491.372,20.1429,171.67
493.19,20.1171,171.772
495.014,20.1479,171.814
496.846,20.1147,171.8
498.684,20.1012,171.878
500.528,20.1261,171.801
502.38,20.1497,171.683
504.239,20.1557,171.588
506.104,20.1011,171.648
507.976,20.1117,171.541
509.855,20.1322,171.475
511.742,20.1171,171.45
513.635,20.1307,171.369
515.535,20.098,171.426
517.442,20.1452,171.472
519.356,20.1315,171.22
521.278,20.0918,171.461
523.206,20.1009,171.398
525.142,20.1019,171.27
527.084,20.1355,171.138
529.034,20.1062,171.003
530.991,20.0988,170.946
532.956,20.105,170.877
534.927,20.09,171.135
536.906,20.0916,170.983
538.892,20.0957,171.04
540.886,20.1099,170.872
542.887,20.1199,170.759
544.895,20.0686,170.823
546.911,20.0805,170.932
548.934,20.0695,170.724
550.965,20.0966,170.583
553.003,20.086,170.735
555.049,20.1063,170.563
557.102,20.0873,170.602
559.163,20.0949,170.733
561.232,20.0617,170.508
563.308,20.0967,170.241
565.392,20.0962,170.523
567.484,20.0965,170.383
569.583,20.0867,170.387
571.69,20.0823,170.258
573.805,20.0746,170.133
575.928,20.074,170.368
578.058,20.0984,170.294
580.197,20.0982,170.234
582.343,20.0845,170.185
584.497,20.0972,170.023
586.66,20.0945,169.969
588.83,20.0782,170.07
591.008,20.0614,169.806
593.195,20.0713,169.618
595.389,20.0725,169.541
597.592,20.1127,169.661
599.803,20.1045,169.75
602.021,20.0533,169.632
604.249,20.0707,169.695
606.484,20.0707,169.543
608.728,20.0862,169.425
610.979,20.069,169.259
613.24,20.0418,169.294
615.508,20.0226,169.361
617.785,20.0859,169.179
620.071,20.0825,169.128
622.365,20.0537,169.296
624.667,20.0705,169.193
626.978,20.0371,169.082
629.297,20.0846,168.987
631.625,20.0896,169.053
633.962,20.0826,168.761
636.307,20.0835,168.936
638.661,20.081,169.044
641.024,20.0625,168.763
643.395,20.0697,168.853
645.776,20.0412,168.775
648.164,20.0526,168.844
650.562,20.0555,168.719
652.969,20.0498,168.808
655.385,20.0574,168.338
657.809,20.067,168.649
660.243,20.0146,168.682
662.685,20.0529,168.337
665.137,20.0386,168.454
667.597,20.036,168.283
670.067,20.0151,168.316
672.546,20.0367,168.408
675.034,20.0129,168.024
677.531,20.0218,168.379
680.037,19.9992,168.229
682.553,20.0546,168.158
685.078,20.0096,168.056
687.613,20.0357,167.883
690.156,20.0131,167.844
692.71,20.0274,167.8
695.272,20.0252,167.888
697.844,20.0386,167.508
700.426,20.0592,167.751
703.017,20.0427,167.788
705.618,20.0412,167.764
708.228,19.9953,167.36
710.848,20.0023,167.594
713.478,20.0422,167.416
716.117,20.0121,167.268
718.766,19.9994,167.313
721.425,20.0265,167.343
724.094,20.0501,167.325
726.773,20.0277,167.392
729.462,20.0286,167.308
732.16,19.964,166.955
734.869,19.9999,167.146
737.587,19.9846,166.972
740.316,19.9945,166.852
743.055,19.9808,166.793
745.804,19.9862,166.797
748.563,20.0161,166.754
751.332,19.959,166.808
754.111,19.9377,166.859
756.901,19.9551,166.355
759.701,19.9716,166.717
762.512,19.9757,166.713
765.332,19.9904,166.415
768.164,19.9685,166.249
771.005,19.9472,166.154
